term,term_frequency
richmondpetersburg,1
1,258,251,1
gentrifying,1
whitcomb,1
newtowne,1
carillon,1
azalea,1
chamberlayne,1
tuckahoe,1
westover,1
fawnbrook,1
cullenwood,1
beaufont,1
37.9f,1
79.3f,1
26.3c,1
107f,1
7.6cm,1
197,790,1
43,627,1
3,292.6,1
1,271.3,1
92,282,1
1,536.2,1
593.1,1
31,121,1
38,348,1
30,874,1
25,880,1
20,337,1
56.1,1
methodists,1
1822k.k,1
keneseth,1
rudlin,1
torah,1
atid,1
ahabah,1
constantine,1
shabaaz,1
chimbarazoo,1
buford,1
masjids,1
icr,1
umm,1
barakah,1
isgr,1
masjidullah,1
ar-rahman,1
cci,1
presbytery,1
jamespresbyterian,1
235,816,1
brokerages,1
richmond-based,1
brandcenter,1
575,000,1
53,400m2,1
fast-becoming,1
butchery,1
micro-breweries,1
westrock,1
meadwestvaco,1
georgia-based,1
rock-tenn,1
richmond-area,1
spruance,1
windstream,1
ancarrow,1
56-bell,1
agecroft,1
public-supported,1
venueless,1
allude,1
gwar,1
slavepit,1
jaz,1
msk,1
vizie,1
etam,1
westergard,1
kamino,1
cathcart,1
richmonders,1
spectrums,1
mainstage,1
500-seat,1
proscenium,1
telford,1
\,1
vmfa,1
v-dosc,1
centerstage,1
second-run,1
versed,1
47,000-square-foot,1
4,400m2,1
pulitzer-winning,1
classically,1
carrre,1
ryland,1
carytown,1
finials,1
foundries,1
thedesigned,1
ica,1
vlr,1
renditions,1
610ha,1
xterra,1
emplacement,1
one-mile,1
maymont,1
100-acre,1
rock-hopping,1
320,000m2,1
accessible-to-all,1
kickers,1
squirrels,1
6,000-seat,1
rir,1
indycar,1
suntrust,1
indy,1
this333-mile,1
0.536km,1
short-track,1
toughest,1
158.1,1
richmond-petersburg,1
553,950,1
crusade,1
leonidas,1
pastor,1
newbille,1
agelasto,1
reva,1
btsrprivate,1
itt,1
centura,1
fortis,1
kric,1
2910,1
megabus,1
rocketts,1
innsbrook,1
4,453,1
darbytown,1
44-million-gallon,1
tollet,1
drad,1
rvamag,1
rvamag.com,1
morrissey,1
switala,1
26970,1
27172,1
27273,1
27578,1
27982,1
dunaway,1
wayland,1
vaclav,1
felder,1
tyler-mcgraw,1
edds,1
1897-4,1
2016-09-13,1
statestats.com,1
bowes,1
clr,1
stpeterchurch1834.org,1
colman,1
kickstarter.com,1
18331851,1
americantheatre.org,1
dictionaryofarthistorians.org,1
kass,1
triposo.com,1
imajo,1
dbs,1
fredericksburg.com,1
usl,1
ress,1
martz,1
brockwell,1
2015-09-17,1
garbarek,1
nbc12.com,1
rmaonline.org,1
calcutt,1
1865-1890,1
furgurson,1
1870-1920,1
mustian,1
richomond,1
dementi,1
aboutrichmond,1
karst,1
legitimize,1
kentuckians,1
malapportionment,1
late-prehistoric,1
osu,1
flocks,1
ancients,1
rye,1
banick,1
protohistoric,1
acculturating,1
fireside,1
calicua,1
hokan,1
kentatentonga,1
gwiandotte,1
batts,1
fallam,1
horsemen,1
17801781,1
three-fifths,1
apportioning,1
lieutenant-governor,1
reapportion,1
75,748,1
11,063,1
slave-holders,1
turnpikes,1
abstentions,1
members-elect,1
34,677,1
19,121,1
adhered,1
hold-over,1
irregularlysome,1
self-appointed,1
reassembled,1
781,1
pro-statehood,1
pro-secession,1
carskadon,1
tabled,1
cliques,1
18,162,1
battelle,1
consents,1
reconvened,1
union-occupied,1
pro-secessionist,1
22,00025,000,1
abrogated,1
virginiansled,1
fruitless,1
12,393,929.50,1
installment,1
great-claw,1
three-toed,1
sloth,1
silicified,1
lithostrotionella,1
high-calcium,1
seams,1
firsthand,1
sou,1
latecomer,1
18541932,1
european-based,1
collusion,1
short-lines,1
40-million,1
well-engineered,1
34.48,1
6.896,1
24,077.73,1
62,361.0km2,1
152.03,1
393.8km2,1
41st-largest,1
montani,1
liberi,1
1,200m,1
spruce,1
knob,1
cog,1
cfb,1
67f,1
140cm,1
cloudiest,1
86cm,1
460cm,1
1,831,102,1
1,855,413,1
2,414,1
3,296,1
108,292,1
111,588,1
14,209,1
10,518,1
51.4,1
20,928,1
19,757,1
94.40,1
95.19,1
0.11,1
3.56,1
non-affiliated,1
unnoted,1
unchurched,1
88,000,1
63.34,1
of7,1
95th,1
4.27,1
44,400,1
backpackers,1
hand-cut,1
kremlin,1
coal-producer,1
marcellus,1
4,952,1
8,627,1
3,810,1
non-prepared,1
reappraised,1
phase-out,1
pizatella,1
150170,1
746,000,1
745,000,1
15,100,1
earners,1
1,261,1
immunization,1
overdose,1
hospitalizations,1
9,671,1
10,100,1
bewildering,1
wholesaling,1
67.86,1
37,300,1
60,000km,1
bus-based,1
low-capacity,1
scher,1
tolsia,1
coalfields,1
single-arch,1
3,031-foot,1
924m,1
80-year-old,1
washington-carver,1
vandalia,1
wiant,1
six-section,1
thewinning,1
underwrite,1
live-performance,1
hyman,1
splendor,1
mountaineer,1
bayless,1
18631877,1
132138,1
thier,1
aolnews.com,1
cauca,1
calica,1
calicuas,1
27679,1
17481920,1
7980,1
141152,1
149150,1
umn.edu,1
fs.fed.us,1
geotectonic,1
739748,1
successions,1
uncoupled,1
plantmaps.com,1
trincoll.edu,1
pewresearch.org,1
herald-dispatch,1
zacchi,1
aecom,1
eia.gov,1
windpoweringamerica.gov,1
hendryx,1
occup,1
243249,1
mcelhinny,1
yahoo.com,1
wvdot.com,1
wvrtc.org,1
trailsheaven.com,1
wvwhitewater.com,1
cassrailroad.com,1
potomaceagle.info,1
gossett,1
wvlightningfootball.com,1
footmad,1
etc4u.com,1
pp.560564,1
highlander,1
copperhead,1
eller,1
kephart,1
milnes,1
17301830,1
stealey,1
counter-revolution,1
191532,1
w.virginia,1
cometti,1
thirty-fifth,1
aboutwest,1
183.6,1
134,309,1
134,385,1
884,975,1
village-dwellers,1
wintered,1
maintown,1
savagering,1
moyano,1
provokes,1
absentee,1
deerskin,1
183941,1
slavery-based,1
shelling,1
battleground,1
18651877,1
186566,1
18671877,1
terrorize,1
pro-business,1
republican-populist,1
782,509,1
disenfranchise,1
creditably,1
unjust,1
full-blooded,1
pure-blooded,1
medically,1
eutawville,1
reforested,1
3,560,1
1,090m,1
1,770km2,1
450km2,1
71,100,1
290km2,1
240km2,1
26,650,1
18,372,1
13,250,1
30km2,1
high-elevation,1
8693f,1
3034c,1
7075f,1
2124c,1
6673f,1
1923c,1
63.9,1
63,664,1
270,782,1
36,401,1
115,084,1
913,763,1
274,111,1
181,743,1
17,559,1
26,772,1
28,894,1
31,619,1
38,020,1
22.9bn,1
swine,1
1,852,700,1
nonfarm,1
right-to-work,1
domtar,1
scansource,1
1,950,1
foreign-owned,1
inhabitation,1
state-maintained,1
41,500,1
one-vote,1
2,948,772,1
1,144,1
712,244,1
9,450,1
1490,1
1442,1
5,582,1
decrepit,1
1.5km2,1
32,800,1
17801850,1
innewberry,1
elca,1
student-teacher,1
claflin,1
willamston,1
2260,1
inerrancy,1
bju,1
307-acre,1
enrolling,1
5,114,1
5,283,1
beachcombers,1
greenvillespartanburg,1
p.table,1
lucas-richardson,1
liefermann,1
pp.1347,1
252254,1
avalon.law.yale.edu,1
p.375,1
mcfeely,1
367374,1
221222,1
niggers,1
lerone,1
ncsl.org,1
wcnc,1
sciway.net,1
seismicity,1
15681989,1
imba,1
globilization,1
rcms2010.org,1
righttoworkstates.org,1
southcarolinaarts.com,1
aci.aero,1
carolyne,1
hinshaw,1
statehealthfacts.org,1
aboutsouth,1
severalspeaking,1
1620s,1
deprivations,1
allegation,1
dorset,1
maen,1
meini,1
meine,1
meines,1
brythonic,1
broadmayne,1
foote,1
ilands,1
countie,1
18291832,1
18421914,1
algonquian-speaking,1
wabanaki,1
10th-century,1
popham,1
castine,1
arosaguntacook,1
ransomed,1
campobello,1
2,668,1
6,910km2,1
690km2,1
rock-bound,1
renascence,1
somes,1
drop-off,1
perched,1
7580f,1
2427c,1
bridgton,1
early-winter,1
20days,1
909mm,1
35.8in,1
1,441mm,1
56.7in,1
1,329,328,1
5.28,1
4.68,1
92.25,1
third-most-spoken,1
202,106,1
28,329,1
22,747,1
33,991,1
kittery,1
low-bush,1
91,100,000,1
high-bush,1
toothpick,1
toothpicks,1
moose,1
12,039,600,1
genetically,1
7.95,1
cargos,1
pennell,1
skolfields,1
morses,1
subsidizes,1
402s,1
penair,1
saab,1
ultralight,1
houlton,1
route6,1
branchesthe,1
lepage,1
6,829,1
17,700km2,1
19751979,1
vote-getter,1
66,318,1
1,331,1
20,278,1
disincorporate,1
332km2,1
2.2km2,1
2.23,1
6km2,1
androscoggin,1
waldo,1
hampden,1
biddeford,1
topsham,1
umaine,1
per-student,1
12,344,1
semi-private,1
non-professional,1
pertica,1
quadrifaria,1
chesuncook,1
mainer,1
duathlon,1
vacationland,1
worldtravelguide.net,1
hp1629,1
guyton,1
pp.193201,1
hywel,1
wyn,1
ekwall,1
eilert,1
p.319,1
shain,1
samuella,1
godine,1
phinney,1
snapple,1
www.celebrateboston.com,1
tolatsga.org,1
unredeemed,1
wampum,1
139140,1
150-151,1
rusticators,1
www.maine.gov,1
fen.com,1
44-6,1
82-86,1
18401930,1
marianopolis,1
fedunkiw,1
www.city-data.com,1
data.bls.gov,1
www.navigationdatacenter.us,1
www.rita.dot.gov,1
kepm,1
carnegieclassifications.iu.edu,1
umaine.edu,1
2016-07-18,1
2016-08-19,1
2016-06-16,1
bidwell,1
allie,1
statesymbolsusa.org,1
aboutmaineat,1
mishigamaa,1
64,980,1
potawatomi,1
non-algonquian,1
167175,1
on-the-strait,1
3,400m2,1
guyon,1
glise,1
saint-anne,1
2,144,1
french-canadians,1
michilimackinac,1
uncontested,1
alpena,1
cheboygan,1
escanaba,1
modernizers,1
b-24s,1
auto-producing,1
muses,1
licensure,1
110-member,1
near-equal,1
grievous,1
11articles,1
three-term,1
two-term,1
congresswoman,1
detroitwhich,1
countiesis,1
g.o.p,1
enmity,1
15,500,1
tiersstatewide,1
stream-lined,1
onjust,1
citybut,1
8230,1
9030,1
statemarked,1
polar-equator,1
trailalong,1
603m,1
mouillee,1
446km,1
briar,1
1,705,1
520m,1
keweenaw,1
noc,1
indent,1
state3,288,1
5,292km,1
1,699km,1
freighters,1
11,037,1
lakestotaling,1
1,305,1
3,380km2,1
waterin,1
38,575,1
99,910km2,1
76102cm,1
51f,1
sandstones,1
huronian,1
sub-carboniferous,1
4.6-magnitude,1
4.2-magnitude,1
colorado-based,1
9,928,300,1
9,883,635,1
592,212,1
78.9,1
76.6,1
washtenaw,1
481,1
35,554,1
20,816,1
14,738,1
2,208,1
high-performing,1
michiganian,1
michiganite,1
u.p.ers,1
trolls,1
91.11,1
8,507,947,1
273,981,1
1.04,1
97,559,1
41,189,1
0.36,1
33,648,1
28,891,1
27,019,1
23,420,1
8.89,1
830,281,1
1,717,296,1
228,521,1
219,618,1
120,598,1
44,382,1
120,351,1
lutheranism,1
fervently,1
gt500,1
417.306,1
60,520,1
245km2,1
veba,1
restructurings,1
ipo,1
automakers,1
568,000,1
22cities,1
appealable,1
millage,1
54,800,1
40,000km2,1
6.49billion,1
plums,1
thornapple,1
sugarbeets,1
485,000,1
alfalfa,1
cucumbers,1
17.2billion,1
twin-span,1
sombra,1
exit344,1
southfield,1
19,661,1
14,717,1
517th,1
8,965,1
110,683,1
home-schooled,1
14.5billion,1
49,700m2,1
centerpoint,1
navin,1
lakers,1
120-mile,1
twenty-time,1
wieber,1
detroiters,1
disparagement,1
water-winter,1
wonderland,1
coat-of-arms,1
paraphrase,1
epitaph,1
wildflower,1
hexagonaria,1
pericarnata,1
chlorastrolite,1
1,000,000-acre,1
freelang.net,1
insurancesalesman.com,1
silas,1
p.313,1
dulong,1
yousef,1
01-320,1
urcmich.org,1
bruns,1
ayanian,1
17731775,1
bessert,1
keilman,1
geo.msu.edu,1
hinsdale,1
karoub,1
miyares,1
ines,1
airriess,1
geographies,1
sook,1
merriam,1
zlati,1
curzan,1
ste-anne.org,1
thiruvananthapuram,1
statsamerica,1
ipod,1
christmastree.org,1
p.d02,1
lindorff,1
counterpunch,1
shoenberger,1
cwiek,1
kopp-owens,1
priddle,1
alisa,1
crains,1
medernach,1
dte,1
headapohl,1
www.legislature.mi.gov,1
nr-09-77,1
michigansugar.com,1
imakenews.com,1
mulcahy,1
gavrilovich,1
christoff,1
hoey,1
ishpeming,1
50th-usnationals.com,1
verburg,1
groop,1
rubenstein,1
ziewacz,1
stewards,1
aboutmichiganat,1
squaremiles,1
ifran,1
ifrane,1
85165,1
xiv.5.2,1
aprica,1
af-rui-ka,1
womb,1
michle,1
fruyt,1
africus,1
umbrian,1
aphir-ic-a,1
apelike,1
3.93.0million,1
2.31.4million,1
1.9million600,000,1
sahara-nile,1
screw-horned,1
metalworking,1
3300,1
libyahis,1
judaea,1
umayyad,1
mystics,1
horseman,1
9th-century,1
kanem,1
ashanti,1
priestly,1
ooni,1
obas,1
alaafins,1
14641492,1
sonni,1
1468,1
14931528,1
al-maghili,1
d.1504,1
songhai,1
kanem-borno,1
mansa,1
arabswahili,1
slave-trading,1
canot,1
outlaw,1
usurping,1
asante,1
dahomey,1
abyssinia,1
188485,1
european-imposed,1
paratroops,1
chinese-backed,1
marxist,1
communist-style,1
transected,1
101mi,1
3721,1
3451,1
8,000km,1
5127,1
7,400km,1
4,600mi,1
26,000km,1
16,000mi,1
10,400,000km2,1
4,000,000sqmi,1
32,000km,1
20,000mi,1
biogeographically,1
136f,1
non-private,1
non-african,1
55-member,1
oau,1
addis,1
ababa,1
subordinating,1
all-union,1
19941995,1
80.5,1
85.7,1
bushman,1
gabon,1
pygmies,1
pre-bantu,1
non-bantu,1
chadic-speaking,1
nilo-saharan-speaking,1
indo-iranian,1
indo,1
berber-speaking,1
near-extinct,1
nubians,1
masalit,1
zaghawa,1
afro-asiatic-speaking,1
beja,1
rhodesia,1
semitic-hamitic,1
malay-polynesian,1
guinean,1
protectorate,1
rock-hewn,1
civilize,1
discouraging,1
polygamy,1
obidoh,1
freeborn,1
iconographic,1
igboland,1
vigor,1
soweto,1
abiola,1
irele,1
gikandi,1
performative,1
unmake,1
destinies,1
revalue,1
decriminalization,1
record-making,1
non-test,1
cross-referenced,1
provisos,1
njideka,1
abdoulie,1
janneh,1
19131918,1
ausfhrliches,1
lateinisch-deutsches,1
handwrterbuch,1
decret,1
fantar,1
16194,1
gerald-massey.org.uk,1
philologie,1
22138,1
kimbel,1
yoel,1
australopithecus,1
afarensis,1
tudge,1
v12,1
32425,1
mokhtar,1
eyma,1
delts-man,1
yebu,1
webmedcentral,1
wmc002319,1
osl,1
parietal,1
tassili-n-ajjer,1
36773,1
germs,1
fekri,1
mcgrail,1
yaacov,1
atmore,1
wsu.edu,1
9293,1
glick,1
nebel,1
159496,1
lapidus,1
pdavis.nl,1
29596,1
varnis,1
aker,1
mbiti,1
ssrn,1
drysdale,1
fadli,1
africanews,1
afrol,1
thabo,1
mbeki,1
absa,1
africa-union.org,1
sandbrook,1
hdr.undp.org,1
globalpolitician.com,1
ilmas,1
futehally,1
khazan,1
luc-normand,1
tellier,1
puq,1
cagiano,1
solsten,1
voanews.com,1
gulper,1
2015-05-01,1
quod.lib.umich.edu,1
sirayi,1
mzo,1
normitsu,1
1999.cs1,1
co-capitals,1
sadr,1
crowder,1
khapoya,1
masque,1
glimpses,1
aboutafricaat,1
temperature-induced,1
purpose-made,1
foehn,1
down-slope,1
southgoing,1
indoor-to-outdoor,1
granulesthe,1
granule,1
supergranules,1
vibration-induced,1
granulated,1
downward-moving,1
nonuniform,1
ferrofluid,1
inter-molecular,1
adhesion,1
temperature-dependence,1
thermo-capillary,1
entanglements,1
smother,1
high-oxygen,1
flame-exhaust,1
falkovich,1
transfer-a,1
earthguide,1
colling,1
behl,1
kobes,1
kunstatter,1
gabor,1
2002-12-16,1
condie,1
vermiculated,1
raats,1
483,1
1444,1
insulae,1
capitis,1
viridis,1
noli,1
diogo,1
venice-born,1
re-supplying,1
garthpool,1
boavista,1
guineans,1
clandestine,1
10,000supported,1
half-brother,1
overflights,1
pcd,1
paicv-supported,1
ucid,1
caboverdean,1
operaco,1
voadora,1
cocaine,1
reorder,1
gambia,1
horseshoe-shaped,1
4033km2,1
4,033,1
1,557,1
soda-alkaline,1
125150,1
128131,1
pillow,1
bathymetric,1
semi-circular,1
1200km2,1
5,249,1
2,829,1
9,281,1
caldera,1
calhau,1
soak,1
9.8in,1
umbria,1
hemisphere-bound,1
alexandri,1
ardea,1
purpurea,1
bournei,1
alauda,1
razae,1
acrocephalus,1
brevipennis,1
passer,1
iagoensis,1
gigas,1
concelhos,1
portuguese-style,1
ldc,1
153rd,1
11,000.00,1
cve,1
20082013,1
foreseen,1
periurban,1
54.1,1
3,050km,1
1,895mi,1
628mi,1
512,096,1
mestio,1
barlavento,1
officialization,1
65,500,1
35,500,1
hiv-aids,1
1.09,1
71.5,1
1,083,1
cyber-island,1
praa,1
tcv,1
brazilian-based,1
71,700,1
53,300,1
kriola,1
morabeza,1
momesque,1
brazilim,1
barefooted,1
cesria,1
vora,1
lura,1
lopes,1
travadinha,1
ildo,1
morna,1
sensuality,1
sensual,1
paulino,1
frusoni,1
eugnio,1
lza,1
aurlio,1
kaubverdianu,1
dambar,1
azgua,1
cachupa,1
kale,1
hominy,1
mitu,1
kitesurfer,1
tubares,1
azuis,1
crioulos,1
amlcar,1
ponta,1
jetties,1
tarrafal,1
ingls,1
furna,1
non-operational,1
neto,1
octvio,1
semi-presidentialism,1
lobban,1
panapress,1
governo,1
regia,1
www.yahoo.com,1
eubusiness.com,1
2016-04-28,1
ibrahim,1
weform.org,1
p.422,1
voodooskies.com,1
birdlife.org,1
incerteza,1
adaptabilidade,1
galouste,1
gulbenkian,1
brgida,1
potencialidades,1
constrangimentos,1
impactos,1
gerpress,1
infracoafrica.com,1
mfw4a,1
macauhub,1
2016-08-23,1
caperverde.com,1
asemana.sapo.cv,1
illegible,1
werlin,1
p.113-132,1
everyculture.com,1
data.worldbank.org,1
pp.9597,1
grevemeyer,1
krabbenhoeft,1
elesiever,1
422428,1
113132,1
helffrich,1
519538,1
britannic,1
t1.5t3.5,1
t2.5t5.0,1
t4.0t4.5,1
t4.5t8.0,1
510hpa,1
0.150.29inhg,1
20hpa,1
0.59inhg,1
wind-pressure,1
holliday,1
subjectivity,1
2.5t-numbers,1
t1.5-t3.5,1
t2.5-t5.0,1
t4.0-t4.5,1
t4.5,1
t-numbers,1
howeveroftentimes,1
odt,1
612hours,1
post-1970,1
t4.0,1
t5.0,1
t6.0,1
2.5t,1
leffler,1
172186,1
132134,1
575584,1
2005-10-16,1
www.cyclonecenter.org,1
webex,1
guanahuatebey,1
enslaving,1
antiguan,1
18345,1
emancipated,1
shantytowns,1
6september,1
ourselves,1
franklyn,1
philmore,1
rock-carved,1
petroglyphs,1
willybob,1
160.56,1
62sqmi,1
barbudan,1
antiguae,1
ameiva,1
griswoldi,1
lizard,1
willsher,1
allahar,1
calgary25.1,1
7084,1
crocker,1
fleck,1
51035,1
barbudaful.net,1
newworldencyclopedia.org,1
2017-09-12,1
anumetservice.wordpress.com,1
choat,1
tripadvisor.ca,1
bosotti,1
loria,1
usaid.gov,1
travelagewest.com,1
antiguanice.com,1
sajdaka,1
oyx,1
p-3s,1
n42rf,1
n43rf,1
n49rf,1
iv-sp,1
near-disastrous,1
395,326,1
caparra,1
1595,1
balduino,1
boudewijn,1
henrick,1
counterattacked,1
botello,1
haste,1
ordoez,1
rivero-mendez,1
merito,1
rivero,1
bombardments,1
3,300soldiers,1
odenwald,1
doa,1
fela,1
18971994,1
tefilo,1
rincn,1
attackers,1
escudo,1
armas,1
dado,1
siendo,1
vecino,1
llamado,1
banderilla,1
colorada,1
libro,1
todo,1
lados,1
quiere,1
decir,1
dieron,1
conservan,1
estandarte,1
damasco,1
anaranjado,1
procurator,1
rico...which,1
damask,1
76.93,1
199.2km2,1
29.11,1
75.4km2,1
37.83,1
81.0f,1
98f,1
well-distributed,1
49.5mm,1
56.35,1
1,431.3mm,1
198.5,1
2,970,1
35.53in,1
902mm,1
89.50in,1
2,273mm,1
two-storied,1
cathedrals,1
sub-barrios,1
120km2,1
ayuntamiento,1
alcalda,1
diputacin,1
intendencia,1
ballaj,1
princesa,1
headquartering,1
capetillo,1
miraflores,1
cangrejos,1
antiguo,1
unsurprisingly,1
13,304,1
10,571,1
4,928,1
86.9,1
23,875,1
1,694,1
1,064,1
1,393,1
1,026,1
646,1
food-based,1
cuartel,1
ballaja,1
milla,1
springboard,1
adoquine,1
sanjuaneros,1
17901868,1
alcaldia,1
secretary-auditor,1
icpr,1
banca,1
liceo,1
sports-magnet,1
municipal-run,1
perpetuo,1
josefita,1
monserrate,1
selles,1
boneville,1
montesory,1
12.9km,1
dominicci,1
metropolitana,1
autobuses,1
handicap-accessible,1
t5,1
10.7-mile,1
17.2km,1
16stations,1
tren,1
automobile-reliant,1
beach-access,1
curbing,1
2830,1
natatorium,1
9-hole,1
sanjuan.pr,1
oquendo,1
herrman,1
marias,1
olch,1
fallece,1
fue,1
avion,1
malen,1
daporte,1
13,448,1
heroe,1
satisfecho,1
haber,1
cumplido,1
deber,1
nacionalista,1
2014-05-13,1
eprl,1
welcome.topuertorico.org,1
brau,1
2007-02-03,1
hola,1
miramarpr,1
00918,1
querida,1
labrucherie,1
imgenes,1
puertoriquea,1
electionspuertorico,1
ceepur,1
dollarman.com,1
transportacin,1
trasportacin,1
issuu,1
la84,1
dubow,1
singonsandiego.com,1
2010-02-10,1
socrata,1
centraltexasnow.com,1
onslaughts,1
648mi,1
1,043km,1
thundershowers,1
52f,1
11.1c,1
36c,1
durant,1
upended,1
hatrask,1
198.48,1
60.50m,1
4830-ton,1
880m,1
heavey,1
p.c9,1
pernetta,1
2014-05-27,1
rodndtube.com,1
591,1
byspeaking,1
wokokkon,1
hatterask,1
tortuous,1
hang-out,1
transshipment,1
off-loaded,1
octagonally,1
razed,1
2,290-square-foot,1
213m2,1
35.11268775.975895,1
0.26km2,1
0.62,1
1-hour-long,1
w95,1
shrinks,1
tourist-based,1
handmade,1
artisanal,1
hoi,1
toid,1
82.0,1
19.1,1
34,315,1
38,750,1
26,667,1
25,625,1
18,032,1
13.8,1
2013-01-29,1
ocracokeweb.com,1
amrhein,1
treasureislandtheuntoldstory.com,1
okok,1
basset,1
chiswell,1
ocracokepreservation.org,1
files.usgwarchives.net,1
outerbankschamber.com,1
frommers,1
villagecraftsmen.com,1
2005-11-11,1
2013-06-03,1
burlingame,1
outer-banks.com,1
tripadvisor.com,1
ocracokeguide.com,1
neala,1
schwartzberg,1
offbeattravel.com,1
mytopo.com,1
ocracokevillage.com,1
ocracokecurrent,1
ocracokewatermen.org,1
pp.99,1
ocracokeislandrealty.com,1
hutcheson,1
schilling,1
pp.117136,1
censusviewer.com,1
ocracokeairport.com,1
ocracokevfd.org,1
separateness,1
1,579km,1
high-rent,1
city-center,1
venango,1
slicks,1
3,213,1
979m,1
interminable,1
sharpsburg,1
weberian,1
entitlements,1
ethos,1
de-populated,1
yins,1
youns,1
overpower,1
hand-made,1
mementos,1
gracing,1
startling,1
stoneycreek,1
centuries-earlier,1
2,353,045,1
300related,1
mineral-rich,1
stockholders,1
pittsburgh-based,1
sixth-best,1
16691758,1
16811781,1
1776present,1
pennsylvania...by,1
be...erected,1
bezallion,1
175354,1
pittsborough,1
teagarden,1
memorializing,1
steelworker,1
46-year-old,1
steelworks,1
imploded,1
industrial-era,1
pricesthe,1
151km2,1
144km2,1
7.3km2,1
stairways,1
44,645,1
treads,1
24,090,1
vistas,1
walkers,1
539km,1
841ft,1
14-block,1
riverparc,1
four-block,1
gothic-style,1
woodwork,1
stained,1
highmark,1
sportsworks,1
railyards,1
revitalizing,1
clubbing,1
patchwork,1
deutschtown,1
post-industrial,1
6a,1
72.6f,1
22.6c,1
9.5days,1
28.4f,1
103f,1
38.2,1
970mm,1
22.65in,1
575mm,1
57.41in,1
1,458mm,1
41.4,1
105cm,1
22cm,1
82.0in,1
208cm,1
percent-average,1
clairton,1
66.0,1
64.8,1
german-american,1
773,341,1
326,125,1
174,119,1
20,976,1
996,826,1
143,739,1
28,588,1
38,795,1
32,128,1
18,816,1
intergenerational,1
19181998,1
mixer,1
116,000,1
boutique,1
cnx,1
cxg,1
industrythat,1
choirs,1
polka,1
world-famous,1
angeles-based,1
pre-19th,1
self-guided,1
furry,1
anthrocon,1
benedum,1
masquers,1
includewinning,1
pittsburgh-focused,1
celio,1
macabre,1
parsec,1
southwrites,1
worldwrights,1
var,1
slippy,1
tonal,1
savageau,1
29th-most,1
8-way,1
4-bedroom,1
2-bath,1
162,000,1
264,540,1
1,087,1
269ha,1
birding,1
teamsthe,1
black-and-gold,1
world-series,1
bucs,1
buccos,1
nine-time,1
pennant,1
pre-world,1
all-minority,1
sportswriter,1
199092,1
pro-team,1
steeling,1
afl-nfl,1
consol,1
usaha,1
19361967,1
pro-grade,1
rmu,1
ppg,1
monticello,1
loendi,1
194748,1
196163,1
cba,1
200408,1
sihugo,1
notched,1
wildcats,1
televising,1
oakmont,1
201214,1
19201940,1
19391949,1
19931998,1
world-title,1
limelight,1
nine-member,1
gatekeeper,1
kail-smith,1
rudiak,1
cory,1
d42,1
d43,1
ravenstahl-202123,1
gainey-24,1
deasy-27,1
costa-34,1
readshaw-36,1
miller-42,1
investigatory,1
forensics,1
shadyside,1
388-acre,1
157ha,1
34,300,1
66,380,1
homewood,1
yeshiva,1
pk5,1
kdka,1
22nd-largest,1
1,163,150,1
1.045,1
kdka-tv,1
wpcw,1
winp-tv,1
wpcb,1
owned-and-operated,1
bruno-goodworth,1
community-sponsored,1
1410,1
93.7,1
104.7,1
105.9,1
90.5,1
88.3,1
novec,1
plaingeneral,1
hospitalserved,1
passavant,1
wpahs,1
825million,1
starzl,1
hardesty,1
trento,1
503million,1
upmcand,1
publiccross,1
marrow,1
detre,1
40.6million,1
173million,1
8-year,1
533million,1
667million,1
cystic,1
fibrosis,1
6-year-old,1
heart-liver-kidney,1
heart-liver,1
heart-double,1
lung-liver,1
quadriplegics,1
neurons,1
running-biking,1
conduit,1
1889was,1
i-279,1
parkways,1
crosstown,1
45-mile-long,1
70-mile-long,1
triangular-shaped,1
non-expressway,1
pull-offs,1
66.3,1
repaved,1
patching,1
pavement-marking,1
non-car,1
intracity,1
at-elevation,1
bivouacbooks.com,1
whritner,1
mcelwee,1
pittsburghhockey.net,1
dejan,1
kovacevic,1
pitz,1
smock,1
hoerr,1
nullspace2.blogspot,1
upmc.edu,1
westpenn,1
healthsystem,1
ritenbaugh,1
infobrief,1
napsha,1
arbesman,1
streitfeld,1
spatter,1
zillow.com,1
imaginepittsburgh,1
cynar,1
imaginepittsburgh.com,1
elwin,1
boehmig,1
bannon,1
flanagan,1
boeken,1
friendsoftheriverfront.org,1
digital.library.pitt.edu,1
esselmont,1
pp.123140,1
